emp_no,salary
272595,4
272596,4856
272597,4
272598,5198
272599,421
272600,4271
272601,4
272602,6822
272603,6962
272604,7096
272605,5287
272606,5653
272607,4
272608,8264
272609,5312
272610,5405
272611,72
272612,4035
272613,4
272614,8824
272615,6385
272616,8327
272617,4031
272618,8149
272619,8046
272620,4
272621,4601
272622,4653
272623,9562
272624,7042
272625,5883
272626,519
272627,706
272628,5012
272629,4801
272630,4
272631,6172
272632,4
272633,694
272634,5029
272635,902
272636,4324
272637,6477
272638,4
272639,4
272640,4
272641,6369
272642,4
272643,458
272644,4743
272645,406
272646,4
272647,6023
272648,4452
272649,4
272650,5315
272651,4339
272652,6323
272653,4
272654,4845
272655,6094
272656,5863
272657,5224
272658,4
272659,7357
272660,477
272661,6109
272662,9675
272663,6658
272664,4803
272665,5286
272666,521
272667,4015
272668,4
272669,4
272670,818
272671,4
272672,5387
272673,4
272674,6162
272675,5131
272676,4
272677,7258
272678,4
272679,4779
272680,4956
272681,5927
272682,6828
272683,4676
272684,4
272685,9718
272686,4
272687,6706
272688,4
272689,5354
272690,5792
272691,5575
272692,4
272693,4
272694,6534
272695,4
272696,4
272697,4
272698,5809
272699,4
272700,4
272701,6414
272702,4
272703,5646
272704,4
272705,6719
272706,5176
272707,4
272708,4355
272709,4
272710,5232
272711,5819
272712,4
272713,4
272714,5945
272715,4938
272716,6612
272717,4602
272718,4414
272719,4
272720,4992
272721,4
272722,8993
272723,8039
272724,5098
272725,4
272726,8298
272727,4
272728,4
272729,4
272730,5649
272731,475
272732,5636
272733,6971
272734,4
272735,411
272736,5372
272737,4
272738,5233
272739,4
272740,4176
272741,4419
272742,4
272743,7013
272744,7096
272745,5972
272746,5528
272747,4651
272748,6307
272749,4231
272750,5986
272751,5388
272752,5914
272753,488
272754,4
272755,5492
272756,4187
272757,4
272758,4
272759,6177
272760,6219
272761,7246
272762,5606
272763,5726
272764,702
272765,584
272766,4671
272767,8486
272768,9413
272769,8314
272770,4372
272771,4971
272772,7509
272773,506
272774,5698
272775,5161
272776,4984
272777,4
272778,5634
272779,4399
272780,6217
272781,62
272782,6666
272783,4
272784,8546
272785,8093
272786,5075
272787,4159
272788,4328
272789,4
272790,6828
272791,512
272792,4
272793,6971
272794,4
272795,484
272796,4978
272797,4603
272798,4
272799,4
272800,6488
272801,503
272802,4315
272803,5162
272804,7518
272805,7013
272806,5561
272807,602
272808,4
272809,4
272810,671
272811,4
272812,5471
272813,4
272814,4
272815,5558
272816,7139
272817,5326
272818,4069
272819,5133
272820,559
272821,4
272822,4275
272823,5922
272824,4
272825,786
272826,49
272827,6031
272828,4
272829,9182
272830,4
272831,912
272832,4746
272833,5342
272834,4
272835,5097
272836,5329
272837,5026
272838,4
272839,7473
272840,598
272841,6174
272842,6655
272843,1019
272844,4137
272845,4
272846,4
272847,504
272848,703
272849,4
272850,5531
272851,4959
272852,4907
272853,4987
272854,5433
272855,7421
272856,664
272857,4
272858,5332
272859,6174
272860,4
272861,4
272862,5531
272863,4176
272864,6078
272865,582
272866,5027
272867,4
272868,7676
272869,4
272870,4196
272871,6127
272872,4
272873,4
272874,4
272875,4
272876,4
272877,5036
272878,4
272879,6111
272880,4008
272881,5187
272882,7284
272883,5413
272884,4
272885,4299
272886,4243
272887,4
272888,4
272889,5969
272890,4
272891,4479
272892,6262
272893,5315
272894,6753
272895,4
272896,4
272897,4
272898,6043
272899,6056
272900,4065
272901,4
272902,4
272903,4
272904,6627
272905,4
272906,4639
272907,4
272908,8011
272909,6957
272910,49
272911,6245
272912,7879
272913,6725
272914,561
272915,4
272916,4686
272917,5337
272918,6851
272919,8169
272920,7399
272921,6236
272922,8997
272923,4454
272924,4
272925,9674
272926,6381
272927,6155
272928,5845
272929,4583
272930,6308
272931,4
272932,4
272933,5714
272934,4288
272935,444
272936,4185
272937,4
272938,4457
272939,7996
272940,1072
272941,6298
272942,7238
272943,8113
272944,4115
272945,4
272946,4
272947,6663
272948,5383
272949,4
272950,452
272951,5498
272952,6505
272953,7269
272954,5434
272955,4
272956,4
272957,4
272958,4333
272959,4533
272960,4
272961,4
272962,5045
272963,4
272964,7481
272965,4
272966,4
272967,453
272968,6805
272969,4
272970,4389
272971,6089
272972,4
272973,41
272974,6281
272975,6041
272976,5078
272977,4
272978,6178
272979,9603
272980,803
272981,5275
272982,4
272983,7441
272984,4
272985,4
272986,6508
272987,4713
272988,9073
272989,7351
272990,4703
272991,5323
272992,4
272993,5173
272994,4
272995,4743
272996,4
272997,5051
272998,4867
272999,4
273000,7147
273001,4
273002,4
273003,4722
273004,5422
273005,4286
273006,4045
273007,4
273008,7804
273009,598
273010,4
273011,6219
273012,5253
273013,4731
273014,693
273015,5945
273016,6101
273017,7397
273018,561
273019,4
273020,7757
273021,8155
273022,5875
273023,6422
273024,5213
273025,4
273026,5782
273027,7654
273028,4
273029,4274
273030,4
273031,5343
273032,4982
273033,4
273034,6127
273035,7817
273036,511
273037,4
273038,5608
273039,4601
273040,4
273041,4
273042,4
273043,4
273044,4
273045,8288
273046,4
273047,5594
273048,5106
273049,4667
273050,5
273051,5545
273052,5363
273053,6924
273054,5688
273055,5105
273056,4
273057,4
273058,4
273059,8809
273060,4068
273061,8161
273062,4
273063,6558
273064,4658
273065,6361
273066,4
273067,6226
273068,5713
273069,6411
273070,4995
273071,4
273072,6759
273073,4
273074,4
273075,4
273076,4
273077,6166
273078,5779
273079,5302
273080,7069
273081,4
273082,5629
273083,4
273084,4
273085,4
273086,4
273087,4691
273088,4
273089,4
273090,5513
273091,5618
273092,49
273093,5726
273094,4172
273095,5503
273096,6364
273097,4
273098,4
273099,6158
273100,7755
273101,5806
273102,4
273103,4
273104,4
273105,4
273106,4127
273107,5299
273108,6249
273109,9292
273110,5485
273111,681
273112,4481
273113,551
273114,4107
273115,4
273116,4007
273117,6362
273118,8418
273119,7807
273120,4
273121,4075
273122,6978
273123,4088
273124,5678
273125,4
273126,5519
273127,4
273128,5601
273129,5805
273130,4872
273131,5824
273132,4054
273133,4
273134,4849
273135,4
273136,5653
273137,4
273138,5609
273139,4
273140,4169
273141,5662
273142,4
273143,7478
273144,6083
273145,4
273146,4958
273147,5036
273148,4609
273149,4
273150,4
273151,4
273152,5647
273153,7617
273154,6743
273155,4
273156,6539
273157,4
273158,4
273159,4
273160,9466
273161,6247
273162,6821
273163,565
273164,4
273165,5739
273166,4842
273167,6709
273168,6134
273169,9054
273170,4751
273171,4
273172,5182
273173,5542
273174,7376
273175,4
273176,717
273177,4
273178,822
273179,6067
273180,8053
273181,4
273182,4692
273183,4
273184,4
273185,4
273186,6801
273187,884
273188,4
273189,6005
273190,5935
273191,4804
273192,8852
273193,5824
273194,4
273195,4
273196,4
273197,9748
273198,5756
273199,4235
273200,4967
273201,4975
273202,6432
273203,4
273204,4
273205,4
273206,4
273207,1072
273208,4
273209,4
273210,7429
273211,4
273212,6697
273213,4069
273214,4
273215,6893
273216,4
273217,7387
273218,1134
273219,4806
273220,4
273221,4
273222,7815
273223,4
273224,4012
273225,4298
273226,1064
273227,6756
273228,4
273229,5639
273230,6554
273231,4
273232,4248
273233,4
273234,5364
273235,4045
273236,4
273237,4
273238,796
273239,4
273240,4
273241,5232
273242,6249
273243,4756
273244,4
273245,4
273246,4
273247,4
273248,4
273249,5905
273250,5792
273251,8013
273252,4224
273253,4
273254,4245
273255,4
273256,6754
273257,4
273258,4
273259,7937
273260,4863
273261,7154
273262,5061
273263,6516
273264,6001
273265,5083
273266,6711
273267,4367
273268,9712
273269,623
273270,5955
273271,7229
273272,4
273273,4911
273274,5861
273275,759
273276,4
273277,8287
273278,5332
273279,8187
273280,4
273281,4
273282,4631
273283,4
273284,4
273285,7909
273286,4316
273287,4134
273288,6827
273289,4236
273290,7145
273291,5711
273292,5679
273293,5378
273294,6231
273295,6798
273296,4
273297,7855
273298,4
273299,4542
273300,4
273301,5483
273302,4
273303,7706
273304,4
273305,4
273306,4
273307,4696
273308,5957
273309,7251
273310,6193
273311,9364
273312,6054
273313,6147
273314,6635
273315,4
273316,4903
273317,9055
273318,5352
273319,4
273320,4363
273321,7726
273322,4
273323,4739
273324,4206
273325,6492
273326,6187
273327,5568
273328,5684
273329,6592
273330,4149
273331,5639
273332,7196
273333,4
273334,6399
273335,4
273336,6319
273337,5903
273338,4
273339,5136
273340,4
273341,4
273342,4317
273343,4998
273344,4889
273345,4
273346,5199
273347,4
273348,4931
273349,8204
273350,5559
273351,406
273352,46
273353,4
273354,6302
273355,4
273356,4741
273357,5452
273358,6068
273359,4
273360,4363
273361,484
273362,4
273363,6813
273364,5721
273365,4685
273366,4421
273367,4742
273368,4738
273369,4
273370,4
273371,4
273372,5487
273373,5049
273374,5945
273375,4181
273376,4
273377,4
273378,4
273379,5194
273380,439
273381,4
273382,7034
273383,4143
273384,5994
273385,5948
273386,4
273387,4
273388,4
273389,5538
273390,8519
273391,7337
273392,4
273393,4
273394,4
273395,4
273396,603
273397,4
273398,4
273399,4615
273400,5313
273401,7446
273402,5903
273403,4775
273404,6877
273405,5487
273406,403
273407,4542
273408,4576
273409,4
273410,5742
273411,7232
273412,4
273413,4
273414,7032
273415,5202
273416,491
273417,4
273418,4
273419,468
273420,4421
273421,5296
273422,4
273423,5985
273424,7697
273425,4716
273426,8399
273427,4894
273428,4
273429,6405
273430,5941
273431,7276
273432,4182
273433,6671
273434,4
273435,4895
273436,4
273437,7695
273438,8654
273439,6235
273440,4
273441,4846
273442,5628
273443,5175
273444,7482
273445,4665
273446,5744
273447,6779
273448,4
273449,4844
273450,4
273451,5803
273452,4
273453,483
273454,6235
273455,4
273456,4
273457,4
273458,4
273459,4
273460,4
273461,5636
273462,7729
273463,5291
273464,4
273465,4616
273466,5701
273467,7828
273468,4
273469,4
273470,4
273471,4
273472,6829
273473,4
273474,4
273475,5003
273476,84
273477,63
273478,6947
273479,5028
273480,5093
273481,4665
273482,4952
273483,4
273484,4
273485,4
273486,4677
273487,5609
273488,512
273489,4
273490,4873
273491,4
273492,4446
273493,5479
273494,5752
273495,4
273496,4
273497,5991
273498,4064
273499,4
273500,5233
273501,4297
273502,7554
273503,5983
273504,4
273505,4093
273506,4818
273507,8164
273508,4
273509,6432
273510,7499
273511,4
273512,4412
273513,8904
273514,5739
273515,4466
273516,4
273517,4
273518,4
273519,4
273520,5931
273521,5361
273522,487
273523,6006
273524,5486
273525,5404
273526,4
273527,4852
273528,4977
273529,4
273530,4
273531,4
273532,7732
273533,4
273534,4
273535,5283
273536,4722
273537,4
273538,4
273539,6418
273540,4
273541,4
273542,4
273543,4
273544,7567
273545,4
273546,7262
273547,5452
273548,498
273549,4
273550,6416
273551,5772
273552,5497
273553,4864
273554,7971
273555,8384
273556,4
273557,4292
273558,4174
273559,7979
273560,4
273561,5441
273562,4
273563,5018
273564,6421
273565,4733
273566,4295
273567,4
273568,7025
273569,4225
273570,6662
273571,8681
273572,7217
273573,4
273574,4221
273575,4657
273576,5549
273577,4
273578,4234
273579,4
273580,6046
273581,4788
273582,5093
273583,6764
273584,4128
273585,6135
273586,4
273587,5586
273588,4177
273589,4729
273590,5996
273591,7687
273592,7585
273593,4
273594,4
273595,4797
273596,4
273597,4483
273598,4
273599,4648
273600,6733
273601,4
273602,4
273603,6757
273604,4784
273605,7824
273606,536
273607,73
273608,6967
273609,4
273610,4
273611,6266
273612,5103
273613,488
273614,5349
273615,7729
273616,6052
273617,767
273618,5934
273619,5984
273620,6747
273621,446
273622,5305
273623,4456
273624,7213
273625,4
273626,8299
273627,4688
273628,5144
273629,4561
273630,4684
273631,6966
273632,8226
273633,898
273634,4
273635,4
273636,4695
273637,4
273638,4
273639,4
273640,6476
273641,8555
273642,9652
273643,6505
273644,5044
273645,4
273646,5049
273647,5489
273648,6639
273649,4
273650,6094
273651,5729
273652,4793
273653,5517
273654,4405
273655,6998
273656,4362
273657,4
273658,7441
273659,6626
273660,5365
273661,4785
273662,5216
273663,8844
273664,5645
273665,5318
273666,4
273667,7678
273668,4728
273669,4
273670,4
273671,4
273672,4
273673,4736
273674,6113
273675,6548
273676,4
273677,8113
273678,4
273679,7845
273680,6659
273681,6302
273682,9334
273683,4081
273684,4535
273685,4552
273686,5186
273687,4
273688,8954
273689,4
273690,4
273691,4
273692,488
273693,6969
273694,7959
273695,4699
273696,6547
273697,5868
273698,5341
273699,4864
273700,4015
273701,4
273702,4
273703,583
273704,4458
273705,4
273706,4812
273707,712
273708,4249
273709,6987
273710,4
273711,4073
273712,457
273713,4
273714,4
273715,7167
273716,7781
273717,6069
273718,6673
273719,4
273720,7351
273721,6113
273722,4
273723,4
273724,4
273725,4
273726,5419
273727,4792
273728,4
273729,4
273730,4428
273731,4434
273732,9711
273733,6876
273734,4
273735,4957
273736,5005
273737,4316
273738,8354
273739,7021
273740,554
273741,4631
273742,4
273743,7659
273744,6351
273745,6832
273746,4
273747,4315
273748,4201
273749,4977
273750,49
273751,7661
273752,4661
273753,4
273754,6062
273755,4968
273756,756
273757,4
273758,8454
273759,4
273760,4
273761,4688
273762,4
273763,6433
273764,4
273765,4
273766,6645
273767,4483
273768,5513
273769,4
273770,7189
273771,59
273772,5825
273773,4
273774,6172
273775,4
273776,4
273777,4
273778,5547
273779,5242
273780,4589
273781,4
273782,6505
273783,5793
273784,741
273785,7356
273786,9775
273787,6595
273788,7016
273789,5268
273790,4
273791,4317
273792,4583
273793,4
273794,6566
273795,4377
273796,5144
273797,4003
273798,4189
273799,5922
273800,4647
273801,4
273802,8682
273803,6623
273804,4829
273805,5351
273806,8164
273807,4
273808,4107
273809,4
273810,4654
273811,4
273812,5404
273813,5386
273814,5877
273815,4
273816,7272
273817,4896
273818,6845
273819,4066
273820,6121
273821,6235
273822,4587
273823,5755
273824,4
273825,4161
273826,4
273827,4397
273828,4
273829,5549
273830,5371
273831,6552
273832,482
273833,5662
273834,7869
273835,4444
273836,4
273837,4
273838,4313
273839,7093
273840,5392
273841,5306
273842,5915
273843,4153
273844,6165
273845,6803
273846,4306
273847,6651
273848,4338
273849,5297
273850,5316
273851,4137
273852,5679
273853,4
273854,5393
273855,459
273856,4492
273857,8785
273858,6682
273859,7103
273860,7528
273861,7208
273862,4577
273863,4
273864,4686
273865,7277
273866,4779
273867,5519
273868,943
273869,4177
273870,7262
273871,5435
273872,5324
273873,4
273874,7513
273875,4
273876,9095
273877,4696
273878,7272
273879,4
273880,4
273881,4
273882,4
273883,4379
273884,5177
273885,5426
273886,6498
273887,4348
273888,5558
273889,4
273890,4618
273891,4
273892,6261
273893,4
273894,7999
273895,6838
273896,4008
273897,4
273898,7173
273899,4
273900,6088
273901,6407
273902,571
273903,7298
273904,5211
273905,7559
273906,5324
273907,5931
273908,5992
273909,7059
273910,5098
273911,4
273912,4
273913,6195
273914,5186
273915,4
273916,8861
273917,4073
273918,5504
273919,4694
273920,4
273921,4
273922,4817
273923,449
273924,6795
273925,5399
273926,4427
273927,4
273928,4
273929,4
273930,5547
273931,6038
273932,4
273933,9263
273934,558
273935,4
273936,4
273937,6303
273938,6704
273939,6141
273940,4
273941,4
273942,4491
273943,4
273944,753
273945,4
273946,5261
273947,4753
273948,4338
273949,4368
273950,4395
273951,4669
273952,4
273953,4
273954,9464
273955,7864
273956,4
273957,4188
273958,4926
273959,6968
273960,5764
273961,6626
273962,7923
273963,4
273964,5029
273965,4132
273966,4
273967,4
273968,4
273969,664
273970,6634
273971,4
273972,4
273973,6634
273974,5025
273975,5141
273976,8539
273977,7052
273978,8632
273979,4
273980,4
273981,4998
273982,4196
273983,5072
273984,9155
273985,7076
273986,4
273987,4648
273988,7652
273989,4
273990,4
273991,6578
273992,4548
273993,7927
273994,4
273995,5984
273996,4713
273997,7033
273998,7809
273999,6922
274000,4424
274001,4789
274002,637
274003,6857
274004,7161
274005,4293
274006,4
274007,4923
274008,4957
274009,5725
274010,4058
274011,4802
274012,7251
274013,4581
274014,4889
274015,4
274016,639
274017,5635
274018,9496
274019,4
274020,6529
274021,4
274022,7
274023,4027
274024,5112
274025,4
274026,4
274027,6386
274028,4
274029,7107
274030,4
274031,4
274032,5285
274033,4
274034,4
274035,4539
274036,4
274037,4064
274038,4792
274039,4
274040,5252
274041,6735
274042,4
274043,7377
274044,5506
274045,4233
274046,4
274047,6082
274048,8035
274049,4
274050,4219
274051,4
274052,6508
274053,4
274054,5649
274055,4
274056,7927
274057,5627
274058,9208
274059,4418
274060,4
274061,4
274062,4
274063,826
274064,4756
274065,5676
274066,6548
274067,6529
274068,5004
274069,7278
274070,5155
274071,4
274072,4
274073,5345
274074,4
274075,5452
274076,4
274077,9385
274078,4443
274079,4
274080,5909
274081,5286
274082,7979
274083,4
274084,4327
274085,4454
274086,4
274087,4896
274088,6569
274089,6125
274090,4708
274091,5836
274092,4745
274093,5943
274094,7594
274095,5941
274096,4394
274097,758
274098,7808
274099,4
274100,7696
274101,4576
274102,4
274103,4
274104,5008
274105,4779
274106,6364
274107,5524
274108,486
274109,8166
274110,505
274111,5932
274112,6008
274113,4
274114,4
274115,572
274116,4
274117,5668
274118,4
274119,5284
274120,5519
274121,7117
274122,5135
274123,6566
274124,4
274125,4696
274126,6645
274127,7148
274128,4
274129,5079
274130,4
274131,7011
274132,8657
274133,5745
274134,6314
274135,4086
274136,4722
274137,6551
274138,5095
274139,6647
274140,499
274141,4
274142,7374
274143,5126
274144,4
274145,4
274146,4
274147,444
274148,4004
274149,7127
274150,4391
274151,4
274152,4
274153,4
274154,6833
274155,5799
274156,6372
274157,5711
274158,4
274159,4
274160,4889
274161,4
274162,8518
274163,9003
274164,4
274165,7615
274166,7531
274167,6771
274168,4
274169,4337
274170,4
274171,4075
274172,414
274173,5286
274174,5253
274175,5151
274176,5646
274177,4884
274178,5447
274179,6041
274180,4797
274181,6213
274182,5984
274183,4
274184,4814
274185,6763
274186,7775
274187,4
274188,4278
274189,4
274190,4502
274191,4
274192,4
274193,5152
274194,4713
274195,6534
274196,5716
274197,9129
274198,4
274199,4
274200,4216
274201,4
274202,4
274203,4
274204,4
274205,4
274206,4
274207,4022
274208,4
274209,4
274210,436
274211,6581
274212,627
274213,4
274214,6329
274215,4575
274216,5625
274217,4
274218,4
274219,5219
274220,4353
274221,4961
274222,8383
274223,8558
274224,5706
274225,4034
274226,4011
274227,6774
274228,4
274229,4725
274230,4
274231,4657
274232,6848
274233,8284
274234,4339
274235,5638
274236,42
274237,4067
274238,5023
274239,6484
274240,4273
274241,4161
274242,4
274243,6575
274244,4
274245,4
274246,4686
274247,4
274248,7393
274249,68
274250,4
274251,8294
274252,4965
274253,8888
274254,4
274255,6457
274256,5387
274257,4
274258,4
274259,5919
274260,5508
274261,442
274262,4
274263,822
274264,4764
274265,4272
274266,6166
274267,4
274268,1132
274269,545
274270,5014
274271,5562
274272,6792
274273,4
274274,4
274275,6943
274276,4544
274277,6153
274278,4
274279,8582
274280,9834
274281,4602
274282,659
274283,4955
274284,1069
274285,5283
274286,4471
274287,4
274288,6725
274289,4007
274290,4637
274291,4
274292,6498
274293,5842
274294,6765
274295,8052
274296,4
274297,4
274298,4
274299,6144
274300,4
274301,4475
274302,4486
274303,5807
274304,4
274305,5239
274306,5177
274307,4557
274308,5929
274309,4
274310,4377
274311,4
274312,4
274313,6548
274314,4
274315,4
274316,5592
274317,6152
274318,4
274319,4338
274320,7618
274321,9098
274322,5738
274323,4871
274324,5773
274325,4
274326,4
274327,695
274328,4
274329,6983
274330,4223
274331,5459
274332,4
274333,4
274334,4
274335,4
274336,4
274337,6696
274338,5603
274339,4565
274340,4909
274341,4
274342,845
274343,5188
274344,4388
274345,9083
274346,4
274347,4
274348,4552
274349,4
274350,4845
274351,4766
274352,5579
274353,4
274354,5218
274355,4
274356,4193
274357,4827
274358,4546
274359,8423
274360,4
274361,4
274362,6163
274363,5916
274364,4
274365,5729
274366,5632
274367,4
274368,4
274369,444
274370,4389
274371,112
274372,5454
274373,4519
274374,4
274375,6967
274376,5145
274377,4
274378,5009
274379,4
274380,7425
274381,4464
274382,456
274383,4
274384,5508
274385,5116
274386,509
274387,6174
274388,5075
274389,4
274390,4819
274391,5787
274392,4
274393,5131
274394,7247
274395,7808
274396,4
274397,7516
274398,4
274399,7414
274400,5349
274401,4448
274402,4562
274403,5668
274404,5047
274405,4319
274406,4
274407,4056
274408,6397
274409,4
274410,8281
274411,5081
274412,7483
274413,4
274414,4
274415,4892
274416,8184
274417,6335
274418,443
274419,4
274420,4
274421,8616
274422,5293
274423,5362
274424,8916
274425,4
274426,4
274427,6732
274428,5188
274429,4
274430,7073
274431,4
274432,4678
274433,5523
274434,4568
274435,7686
274436,868
274437,4
274438,4623
274439,4502
274440,552
274441,7607
274442,4636
274443,7727
274444,5991
274445,4
274446,4377
274447,528
274448,5729
274449,5116
274450,4
274451,411
274452,6414
274453,7421
274454,4909
274455,5611
274456,4439
274457,5776
274458,4
274459,6224
274460,4
274461,4409
274462,5069
274463,4
274464,4
274465,6967
274466,5657
274467,4
274468,9801
274469,4037
274470,6363
274471,4
274472,4323
274473,4
274474,6925
274475,588
274476,4
274477,4778
274478,4
274479,4
274480,4
274481,6886
274482,4
274483,4503
274484,7224
274485,7493
274486,5799
274487,7514
274488,6409
274489,4
274490,4673
274491,5348
274492,5936
274493,4484
274494,66
274495,4
274496,6577
274497,6147
274498,5815
274499,4516
274500,4
274501,7621
274502,5421
274503,7202
274504,5136
274505,6791
274506,545
274507,4059
274508,6429
274509,9101
274510,5537
274511,4
274512,4244
274513,4
274514,5925
274515,5807
274516,4
274517,9393
274518,4343
274519,6479
274520,4
274521,6697
274522,4
274523,4512
274524,677
274525,4032
274526,4723
274527,4
274528,5663
274529,5699
274530,7841
274531,5058
274532,5953
274533,4452
274534,4
274535,5216
274536,5548
274537,6049
274538,4
274539,4416
274540,6763
274541,4
274542,5083
274543,6967
274544,6524
274545,5009
274546,7668
274547,4
274548,5084
274549,596
274550,4032
274551,8736
274552,4968
274553,4251
274554,562
274555,4
274556,509
274557,5569
274558,469
274559,4
274560,4
274561,729
274562,4649
274563,4126
274564,6321
274565,8416
274566,5407
274567,5872
274568,4
274569,4
274570,6476
274571,5163
274572,4
274573,5417
274574,8208
274575,4616
274576,4
274577,6047
274578,4526
274579,4457
274580,4269
274581,4
274582,6649
274583,4
274584,4486
274585,5035
274586,5348
274587,6212
274588,5859
274589,4727
274590,7356
274591,4
274592,6643
274593,5974
274594,4
274595,5398
274596,7918
274597,4345
274598,4448
274599,4
274600,4
274601,4834
274602,6893
274603,4704
274604,8803
274605,9187
274606,4
274607,6431
274608,4
274609,7859
274610,4732
274611,5182
274612,6414
274613,9325
274614,5601
274615,7338
274616,8223
274617,4
274618,4927
274619,578
274620,4
274621,4
274622,4
274623,691
274624,5238
274625,8005
274626,6544
274627,405
274628,5275
274629,4
274630,4564
274631,4758
274632,4921
274633,4406
274634,6068
274635,7945
274636,4
274637,6484
274638,4
274639,4442
274640,7541
274641,4
274642,6221
274643,8064
274644,4623
274645,4544
274646,4864
274647,7348
274648,8792
274649,4
274650,4754
274651,4
274652,4539
274653,5006
274654,9264
274655,4
274656,5592
274657,4
274658,6307
274659,7482
274660,4
274661,5517
274662,6017
274663,9569
274664,7536
274665,4
274666,6572
274667,445
274668,4636
274669,478
274670,4
274671,4
274672,7248
274673,4
274674,4744
274675,4
274676,4
274677,4918
274678,593
274679,6329
274680,4
274681,4808
274682,4
274683,4
274684,4331
274685,5452
274686,651
274687,4139
274688,1005
274689,4
274690,4262
274691,563
274692,6038
274693,6226
274694,6532
274695,51
274696,5649
274697,4614
274698,73
274699,6357
274700,4
274701,5173
274702,4
274703,6002
274704,6489
274705,4
274706,5665
274707,4
274708,6852
274709,4
274710,8099
274711,7903
274712,5212
274713,4
274714,4
274715,4
274716,4
274717,5506
274718,4696
274719,4357
274720,4312
274721,4
274722,5873
274723,4
274724,5255
274725,4
274726,4962
274727,4
274728,672
274729,5898
274730,8278
274731,5177
274732,6038
274733,6459
274734,562
274735,6373
274736,5439
274737,4
274738,692
274739,4
274740,825
274741,505
274742,5284
274743,8184
274744,7241
274745,4
274746,4639
274747,4
274748,4
274749,4
274750,6156
274751,4
274752,4
274753,4
274754,5118
274755,4
274756,6081
274757,6616
274758,4
274759,4
274760,678
274761,4
274762,4104
274763,5249
274764,4
274765,4
274766,4
274767,5066
274768,4
274769,4184
274770,411
274771,9265
274772,503
274773,7501
274774,4
274775,4
274776,5496
274777,4
274778,492
274779,4
274780,4
274781,4
274782,4
274783,4
274784,4
274785,7769
274786,7739
274787,4
274788,4
274789,689
274790,5113
274791,5135
274792,4633
274793,6107
274794,4978
274795,4
274796,5039
274797,9692
274798,5268
274799,4
274800,5823
274801,7648
274802,5802
274803,5197
274804,6849
274805,4
274806,6658
274807,6184
274808,683
274809,4
274810,4482
274811,4868
274812,7482
274813,6643
274814,4
274815,4
274816,6691
274817,4042
274818,4
274819,451
274820,4
274821,6363
274822,4
274823,4
274824,4
274825,4
274826,4
274827,7556
274828,4244
274829,807
274830,4142
274831,4
274832,8895
274833,4
274834,4
274835,4202
274836,4009
274837,5229
274838,4484
274839,6789
274840,455
274841,4
274842,566
274843,6818
274844,6914
274845,4
274846,7359
274847,565
274848,5682
274849,1033
274850,7786
274851,6467
274852,463
274853,4249
274854,5263
274855,6894
274856,658
274857,4
274858,4
274859,6602
274860,4749
274861,62
274862,5615
274863,4
274864,4
274865,4
274866,4
274867,4709
274868,4226
274869,4
274870,4379
274871,4
274872,603
274873,5197
274874,4
274875,4841
274876,4
274877,4
274878,4
274879,5149
274880,4
274881,7393
274882,487
274883,4401
274884,6451
274885,4
274886,4
274887,5425
274888,566
274889,4
274890,5105
274891,4767
274892,4
274893,768
274894,4
274895,4384
274896,8628
274897,5846
274898,4332
274899,6002
274900,4
274901,6875
274902,4
274903,7854
274904,4483
274905,7733
274906,4681
274907,6828
274908,4275
274909,673
274910,8
274911,5502
274912,4
274913,4656
274914,5168
274915,5795
274916,5571
274917,4
274918,4
274919,4654
274920,4
274921,4
274922,4405
274923,5873
274924,5963
274925,4
274926,6782
274927,4
274928,4939
274929,4
274930,5303
274931,515
274932,699
274933,4
274934,4102
274935,4
274936,6398
274937,4
274938,5443
274939,4
274940,4
274941,4276
274942,4
274943,4
274944,4
274945,4
274946,4
274947,9015
274948,7903
274949,7954
274950,4
274951,6182
274952,4692
274953,593
274954,8806
274955,4
274956,4
274957,4674
274958,4839
274959,4786
274960,5532
274961,5188
274962,4
274963,7789
274964,4427
274965,7674
274966,468
274967,5101
274968,5062
274969,4904
274970,4
274971,4941
274972,4
274973,4
274974,5158
274975,6065
274976,5813
274977,6726
274978,5316
274979,4225
274980,6384
274981,4
274982,4335
274983,5221
274984,5315
274985,5728
274986,6271
274987,5442
274988,5367
274989,4
274990,5125
274991,9962
274992,5236
274993,4
274994,729
274995,8835
274996,4
274997,7078
274998,4
274999,4
275000,4362
275001,6849
275002,489
275003,681
275004,7724
275005,4
275006,7009
275007,4
275008,4
275009,4057
275010,5952
275011,6002
275012,4228
275013,4
275014,5623
275015,5601
275016,4
275017,4938
275018,4
275019,4
275020,4834
275021,5465
275022,5938
275023,524
275024,4
275025,4
275026,4
275027,5113
275028,6831
275029,6178
275030,4277
275031,4
275032,4
275033,4
275034,6673
275035,5242
275036,4
275037,6535
275038,4
275039,4797
275040,4811
275041,4494
275042,4792
275043,4
275044,1019
275045,4586
275046,7591
275047,4
275048,4
275049,5356
275050,4
275051,7538
275052,5934
275053,4
275054,4845
275055,5442
275056,6126
275057,5802
275058,5554
275059,6541
275060,6818
275061,6958
275062,9441
275063,4165
275064,4753
275065,4
275066,6103
275067,5201
275068,7454
275069,7471
275070,4
275071,4
275072,4
275073,4
275074,4
275075,4
275076,4
275077,5296
275078,4357
275079,5922
275080,6025
275081,651
275082,603
275083,4
275084,5866
